Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Rented Bike Count
18.0,16.9,47.0,1.4,1637.0,5.5,0.11,0.0,0.0,Autumn,No Holiday,Yes,2716
6.0,-9.5,36.0,1.5,2000.0,-21.8,0.0,0.0,0.0,Winter,No Holiday,Yes,109
1.0,12.0,,0.7,2000.0,3.9,0.0,0.0,0.0,Autumn,Holiday,No,0
2.0,-3.4,82.0,4.2,184.0,-6.0,0.0,0.0,0.0,Winter,No Holiday,Yes,123
5.0,18.1,57.0,1.4,2000.0,9.4,0.0,0.0,0.0,Summer,No Holiday,Yes,253
20.0,24.1,94.0,4.5,214.0,23.0,0.0,0.5,0.0,Summer,No Holiday,Yes,199
10.0,,53.0,3.2,1576.0,-14.8,0.52,0.0,0.6,Winter,No Holiday,Yes,150
22.0,12.7,60.0,0.0,680.0,5.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1360
23.0,11.5,96.0,3.0,,,0.0,0.0,0.0,Autumn,No Holiday,Yes,26
12.0,4.3,28.0,1.5,1858.0,-12.6,0.98,0.0,0.0,Winter,No Holiday,Yes,341
22.0,22.5,54.0,2.1,2000.0,12.7,0.0,0.0,0.0,Summer,No Holiday,Yes,1917
17.0,27.6,47.0,3.3,2000.0,15.2,1.49,0.0,0.0,,No Holiday,Yes,1993
17.0,16.3,39.0,1.7,1969.0,2.3,0.8,0.0,0.0,Autumn,No Holiday,Yes,1902
10.0,4.0,76.0,1.3,404.0,0.1,0.93,0.0,2.4,Autumn,No Holiday,Yes,430
17.0,13.7,38.0,2.6,436.0,-0.3,1.0,0.0,,Spring,No Holiday,Yes,931
15.0,13.7,44.0,3.9,2000.0,,0.83,0.0,0.0,Autumn,No Holiday,Yes,1171
21.0,15.4,61.0,1.1,1959.0,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes,1833
17.0,32.6,46.0,2.8,1560.0,19.4,1.95,0.0,0.0,Summer,No Holiday,Yes,1596
0.0,13.1,47.0,0.3,1877.0,2.0,0.0,0.0,0.0,Spring,No Holiday,Yes,692
22.0,-10.2,50.0,3.0,2000.0,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes,222
,-5.1,53.0,0.9,1975.0,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes,76
8.0,-0.7,76.0,1.0,,-4.4,0.2,0.0,0.0,Spring,No Holiday,Yes,997
1.0,0.5,95.0,2.1,79.0,-0.2,0.0,0.0,0.6,Winter,Holiday,Yes,43
12.0,10.7,16.0,1.7,1657.0,-14.1,2.56,0.0,0.0,Spring,No Holiday,Yes,605
11.0,16.4,78.0,1.6,1209.0,12.5,1.37,0.0,0.0,Spring,No Holiday,Yes,993
12.0,20.0,47.0,1.4,685.0,8.3,3.08,,0.0,Spring,No Holiday,Yes,1161
14.0,-0.8,32.0,1.4,1846.0,-15.4,0.78,0.0,0.0,Winter,No Holiday,Yes,262
22.0,10.5,72.0,2.4,2000.0,5.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,680
22.0,8.9,40.0,3.4,1810.0,-3.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,922
18.0,17.9,37.0,3.1,1819.0,2.9,0.36,0.0,0.0,Spring,No Holiday,Yes,2701
2.0,0.7,97.0,1.4,197.0,0.2,0.0,0.0,4.1,Winter,No Holiday,Yes,62
4.0,18.5,72.0,0.6,1168.0,13.3,0.0,0.0,0.0,Summer,No Holiday,Yes,214
20.0,12.7,59.0,1.2,1177.0,4.8,0.0,0.0,,Autumn,,Yes,1077
23.0,0.1,81.0,2.9,551.0,-2.7,0.0,0.0,2.6,Winter,No Holiday,Yes,128
21.0,23.7,98.0,0.6,410.0,23.3,0.0,5.5,0.0,Summer,No Holiday,Yes,22
17.0,8.9,57.0,3.0,1149.0,0.8,0.03,0.0,0.0,Autumn,No Holiday,Yes,660
11.0,27.2,82.0,0.9,1093.0,23.8,0.93,0.0,0.0,Summer,No Holiday,Yes,792
12.0,6.9,30.0,1.8,1994.0,-9.5,0.85,0.0,0.0,Spring,No Holiday,Yes,709
18.0,11.9,58.0,2.2,1645.0,3.8,0.61,0.0,0.0,Spring,No Holiday,Yes,343
9.0,-12.3,39.0,3.7,1984.0,-23.4,0.45,0.0,0.0,Winter,No Holiday,Yes,217
8.0,16.9,65.0,1.6,896.0,10.2,1.21,0.0,0.0,Spring,No Holiday,,2281
10.0,13.7,57.0,1.2,2000.0,5.3,1.33,0.0,0.0,Autumn,No Holiday,Yes,864
10.0,-5.5,26.0,2.8,1967.0,-22.0,0.64,0.0,0.0,Winter,No Holiday,Yes,269
8.0,12.0,61.0,1.3,1988.0,4.6,0.6,0.0,0.0,Autumn,Holiday,Yes,440
13.0,31.3,30.0,2.1,2000.0,11.6,3.3,0.0,0.0,Summer,No Holiday,Yes,820
2.0,-1.5,63.0,1.0,380.0,-7.6,0.0,0.0,0.0,Winter,No Holiday,Yes,107
,-6.5,68.0,0.6,571.0,-11.4,0.0,0.0,0.0,Winter,No Holiday,Yes,43
2.0,6.7,72.0,2.1,,1.9,0.0,0.0,0.0,Spring,No Holiday,Yes,178
9.0,10.6,94.0,2.1,739.0,9.6,0.06,2.0,0.0,Autumn,No Holiday,Yes,56
13.0,10.3,,2.1,,-6.1,2.67,0.0,0.0,Spring,No Holiday,Yes,843
21.0,15.5,86.0,1.3,178.0,13.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1556
22.0,13.0,45.0,1.6,1713.0,1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,1165
9.0,0.3,67.0,0.7,897.0,-5.1,0.03,0.0,0.6,Winter,Holiday,Yes,298
21.0,-5.6,28.0,4.1,2000.0,-21.2,0.0,0.0,0.0,Winter,No Holiday,Yes,124
12.0,18.0,92.0,,,16.6,0.45,1.0,0.0,Autumn,,Yes,130
20.0,7.6,44.0,4.2,2000.0,-3.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,775
14.0,35.4,43.0,1.4,2000.0,20.9,2.48,0.0,0.0,Summer,No Holiday,Yes,630
22.0,0.3,33.0,4.0,1436.0,-14.1,0.0,0.0,0.0,Winter,No Holiday,Yes,218
9.0,18.5,62.0,0.5,1847.0,11.0,1.0,0.0,0.0,Autumn,No Holiday,No,0
1.0,18.4,59.0,1.3,2000.0,10.2,0.0,0.0,0.0,Summer,No Holiday,Yes,1056
13.0,9.9,29.0,3.2,1641.0,-7.3,2.91,0.0,0.0,Spring,No Holiday,Yes,648
8.0,11.3,46.0,1.2,1788.0,0.0,1.04,0.0,0.0,Spring,No Holiday,Yes,2041
12.0,10.8,49.0,2.7,2000.0,0.4,1.45,0.0,0.0,Autumn,No Holiday,Yes,737
20.0,1.8,19.0,3.1,2000.0,-19.4,0.0,0.0,0.0,Winter,No Holiday,Yes,358
19.0,-12.7,33.0,3.7,2000.0,-25.6,0.0,,0.5,Winter,No Holiday,Yes,178
,8.2,61.0,0.6,586.0,1.1,0.26,0.0,0.0,Autumn,No Holiday,Yes,991
0.0,10.4,59.0,0.0,971.0,2.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,811
13.0,-5.8,28.0,2.9,1887.0,-21.4,1.23,0.0,0.0,Winter,No Holiday,Yes,251
9.0,24.2,80.0,1.2,1708.0,20.5,0.57,0.0,0.0,Summer,No Holiday,Yes,865
17.0,32.8,61.0,4.0,1878.0,24.2,1.46,0.0,0.0,Summer,No Holiday,,978
9.0,31.3,58.0,1.9,1598.0,22.0,1.24,0.0,0.0,Summer,No Holiday,Yes,598
10.0,15.0,44.0,0.5,1839.0,2.8,1.48,0.0,0.0,Autumn,No Holiday,Yes,943
2.0,1.4,40.0,,2000.0,-10.7,0.0,0.0,0.0,Spring,No Holiday,Yes,147
11.0,31.6,54.0,1.3,990.0,21.1,2.84,0.0,0.0,Summer,No Holiday,Yes,791
17.0,35.8,36.0,2.2,2000.0,18.3,,0.0,0.0,Summer,No Holiday,Yes,1006
22.0,-8.9,39.0,0.1,2000.0,-20.3,0.0,0.0,0.0,Winter,No Holiday,Yes,271
23.0,9.8,62.0,0.6,,2.8,0.0,0.0,0.0,Spring,No Holiday,Yes,447
19.0,29.2,62.0,1.7,2000.0,21.1,0.31,0.0,0.0,Summer,No Holiday,Yes,2364
2.0,-16.0,42.0,1.3,2000.0,-25.9,0.0,0.0,0.7,Winter,No Holiday,Yes,60
12.0,17.9,32.0,4.6,1874.0,0.9,,0.0,0.0,Spring,No Holiday,Yes,1206
14.0,23.6,34.0,3.3,1829.0,6.8,2.57,0.0,0.0,Spring,No Holiday,Yes,1669
15.0,37.4,44.0,3.2,1499.0,23.0,2.71,0.0,0.0,Summer,No Holiday,Yes,600
5.0,17.2,54.0,1.3,2000.0,7.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,258
11.0,32.1,49.0,1.6,1874.0,20.0,2.63,0.0,0.0,Summer,No Holiday,Yes,710
21.0,3.8,55.0,2.1,1231.0,-4.4,0.0,0.0,,Autumn,No Holiday,Yes,792
16.0,14.2,37.0,2.0,1783.0,-0.3,0.91,0.0,0.0,Autumn,No Holiday,Yes,1188
12.0,25.8,57.0,2.8,2000.0,16.6,3.02,0.0,0.0,Autumn,No Holiday,Yes,995
13.0,20.1,61.0,2.6,1117.0,12.3,1.01,0.0,0.0,Spring,No Holiday,Yes,870
16.0,8.3,37.0,3.8,1867.0,-5.5,1.73,0.0,0.0,,No Holiday,Yes,972
4.0,-11.7,51.0,1.2,2000.0,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes,20
6.0,,88.0,0.6,1064.0,18.3,0.0,0.0,0.0,Summer,No Holiday,Yes,243
17.0,39.0,41.0,2.6,1881.0,23.3,1.83,0.0,0.0,Summer,No Holiday,Yes,1033
8.0,23.6,93.0,0.9,308.0,22.3,0.21,0.0,0.0,Summer,No Holiday,Yes,1836
8.0,,97.0,1.5,200.0,19.2,0.25,0.0,0.0,Summer,No Holiday,Yes,1995
10.0,21.8,46.0,0.9,1927.0,9.6,,0.0,0.0,Summer,No Holiday,Yes,1166
19.0,1.3,25.0,1.3,2000.0,-16.6,,0.0,0.0,Winter,No Holiday,Yes,223
20.0,20.6,72.0,1.3,587.0,15.3,0.0,0.0,0.0,Spring,Holiday,Yes,1656
,11.0,91.0,1.0,124.0,9.5,0.0,1.0,0.0,Autumn,No Holiday,Yes,194
11.0,15.7,53.0,1.0,1172.0,6.1,1.99,0.0,0.0,Autumn,No Holiday,Yes,940
16.0,0.3,57.0,2.3,1204.0,-7.2,0.19,0.0,0.0,Winter,No Holiday,Yes,390
6.0,2.8,57.0,0.7,920.0,-4.8,0.0,0.0,0.0,Spring,No Holiday,Yes,261
3.0,9.4,81.0,0.3,,6.2,0.0,0.0,0.0,Autumn,No Holiday,No,0
9.0,19.1,96.0,0.6,273.0,18.4,0.17,1.5,0.0,Summer,,Yes,175
3.0,0.9,43.0,0.4,1261.0,-10.2,0.0,0.0,0.0,Winter,No Holiday,Yes,53
11.0,24.5,64.0,2.7,2000.0,17.2,2.7,0.0,0.0,Autumn,No Holiday,Yes,940
12.0,23.7,44.0,1.3,1624.0,10.7,3.2,0.0,0.0,Spring,No Holiday,Yes,1134
14.0,21.0,47.0,2.2,606.0,9.2,2.52,0.0,0.0,Spring,No Holiday,Yes,1174
16.0,10.4,36.0,3.2,1963.0,-4.0,1.02,0.0,0.0,Spring,No Holiday,Yes,646
6.0,8.5,83.0,0.7,409.0,5.7,0.0,0.0,0.0,Autumn,No Holiday,No,0
10.0,17.0,37.0,1.4,2000.0,2.1,0.94,0.0,0.0,Spring,No Holiday,Yes,899
1.0,22.0,97.0,2.1,192.0,21.4,0.0,0.5,0.0,Spring,No Holiday,Yes,144
,21.5,97.0,0.3,2000.0,20.9,0.0,0.5,0.0,Autumn,No Holiday,Yes,151
11.0,12.1,49.0,0.8,1827.0,1.6,1.61,0.0,0.0,Autumn,No Holiday,Yes,892
22.0,0.5,22.0,2.9,2000.0,-18.8,0.0,0.0,0.0,Winter,No Holiday,Yes,319
3.0,3.6,85.0,2.3,206.0,1.3,0.0,0.0,0.0,Winter,No Holiday,Yes,65
21.0,2.6,85.0,1.1,674.0,0.3,0.0,0.0,3.2,Autumn,No Holiday,Yes,392
9.0,-7.8,41.0,1.8,1923.0,-18.7,0.17,0.0,0.0,Winter,No Holiday,Yes,104
18.0,9.5,56.0,0.5,628.0,1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1708
20.0,19.1,77.0,2.2,1834.0,14.9,0.0,0.0,,Autumn,No Holiday,Yes,898
,11.9,25.0,2.7,1424.0,-7.5,1.83,0.0,0.0,Spring,No Holiday,Yes,1205
,18.4,54.0,3.2,605.0,8.9,1.05,0.0,0.0,Spring,No Holiday,Yes,960
4.0,10.2,65.0,1.5,970.0,3.9,0.0,0.0,0.0,Spring,No Holiday,Yes,140
10.0,23.7,56.0,1.6,1074.0,14.3,1.34,0.0,0.0,Summer,No Holiday,Yes,937
2.0,28.8,68.0,1.8,2000.0,22.2,0.0,0.0,0.0,Summer,No Holiday,Yes,499
5.0,16.7,70.0,0.8,,11.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,227
8.0,18.9,77.0,0.6,1109.0,14.7,0.56,0.0,0.0,Autumn,No Holiday,Yes,2276
2.0,20.8,73.0,0.8,829.0,15.7,0.0,0.0,0.0,Summer,No Holiday,Yes,453
8.0,27.5,95.0,0.7,404.0,26.6,0.14,1.6,0.0,Summer,No Holiday,Yes,309
10.0,16.3,97.0,1.0,693.0,15.8,0.37,0.0,0.0,Spring,No Holiday,Yes,454
22.0,8.7,53.0,0.4,764.0,-0.3,0.0,0.0,0.0,Autumn,No Holiday,,1061
1.0,29.4,58.0,1.5,2000.0,20.2,0.0,0.0,0.0,Summer,No Holiday,Yes,703
17.0,13.7,37.0,1.4,2000.0,-0.7,0.49,,0.0,Autumn,No Holiday,Yes,1569
,8.6,66.0,1.7,881.0,2.5,1.16,0.0,0.0,Spring,No Holiday,Yes,513
19.0,15.5,63.0,1.7,1774.0,8.4,0.0,0.0,0.0,Autumn,No Holiday,,1867
12.0,27.8,47.0,2.9,1905.0,15.4,2.99,0.0,0.0,Summer,No Holiday,Yes,982
8.0,2.8,82.0,1.2,240.0,0.0,0.19,0.0,0.0,Spring,No Holiday,,212
19.0,16.9,19.0,,2000.0,-6.9,0.06,0.0,0.0,Spring,No Holiday,Yes,1641
4.0,1.3,87.0,2.2,937.0,-0.6,0.0,0.0,0.0,Spring,No Holiday,Yes,75
21.0,14.5,50.0,,1741.0,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1513
2.0,,57.0,2.7,1900.0,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes,89
18.0,5.2,30.0,2.8,1877.0,-11.0,0.36,0.0,0.0,Winter,No Holiday,Yes,402
3.0,11.8,86.0,1.6,1819.0,9.5,0.0,0.5,0.0,Autumn,No Holiday,Yes,78
8.0,20.5,78.0,2.5,1250.0,16.5,0.32,0.0,0.0,Autumn,No Holiday,Yes,2260
23.0,14.1,74.0,1.5,486.0,9.5,0.0,,0.0,Autumn,No Holiday,Yes,914
0.0,3.5,46.0,1.1,1040.0,-7.0,0.0,0.0,0.0,Spring,No Holiday,Yes,222
5.0,-7.4,33.0,2.6,2000.0,-20.9,0.0,0.0,0.0,Winter,No Holiday,Yes,82
6.0,16.3,62.0,2.1,2000.0,8.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,230
19.0,32.1,60.0,2.3,1987.0,23.3,0.25,0.0,0.0,Summer,No Holiday,Yes,2036
22.0,-4.2,48.0,1.0,2000.0,-13.5,0.0,0.0,1.6,Winter,No Holiday,Yes,188
18.0,-1.6,33.0,2.0,2000.0,-15.8,0.0,,0.0,,Holiday,Yes,237
23.0,7.6,49.0,0.6,1971.0,-2.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,718
2.0,,96.0,0.8,269.0,21.5,,0.2,0.0,Summer,No Holiday,Yes,345
5.0,-4.0,28.0,0.5,2000.0,-19.8,,0.0,0.0,Winter,No Holiday,Yes,22
10.0,1.1,31.0,0.7,,-14.1,0.25,0.0,0.0,Winter,No Holiday,Yes,221
19.0,34.4,39.0,1.2,2000.0,18.4,0.58,0.0,0.0,Summer,No Holiday,Yes,1486
7.0,0.9,67.0,0.6,658.0,-4.5,0.0,0.0,0.0,Winter,No Holiday,Yes,289
22.0,2.3,96.0,1.9,1207.0,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes,13
7.0,25.2,75.0,0.6,1056.0,20.4,0.34,,0.0,Summer,No Holiday,,1251
18.0,24.1,53.0,1.3,2000.0,13.9,0.48,0.0,0.0,Summer,No Holiday,Yes,2367
5.0,24.9,83.0,0.3,1207.0,21.8,0.0,0.0,0.0,Summer,No Holiday,Yes,327
17.0,18.2,43.0,2.3,,5.4,0.68,0.0,0.0,Autumn,No Holiday,Yes,1990
5.0,-0.3,62.0,0.6,862.0,-6.7,0.0,0.0,0.0,Winter,No Holiday,Yes,56
13.0,34.2,58.0,1.8,933.0,24.7,,0.0,0.0,Summer,No Holiday,Yes,741
21.0,3.3,36.0,1.4,1110.0,-10.3,0.0,0.0,0.0,Winter,No Holiday,Yes,512
23.0,,47.0,2.3,1046.0,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,232
,7.0,88.0,2.5,2000.0,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes,23
3.0,15.5,,0.7,1420.0,10.4,0.0,0.0,0.0,Spring,Holiday,Yes,406
21.0,8.8,37.0,3.8,1750.0,-5.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1020
14.0,,53.0,1.4,1630.0,12.7,0.98,0.0,0.0,Spring,Holiday,Yes,1407
7.0,14.3,89.0,0.6,1165.0,12.5,0.03,0.0,0.0,Autumn,No Holiday,Yes,345
12.0,-2.7,45.0,2.4,1707.0,-13.0,1.05,0.0,0.4,Winter,No Holiday,Yes,262
15.0,26.7,51.0,3.4,2000.0,15.7,2.09,0.0,,Autumn,No Holiday,Yes,1178
18.0,16.6,41.0,2.4,1811.0,3.2,0.04,0.0,0.0,Autumn,No Holiday,Yes,1707
19.0,34.9,47.0,2.4,2000.0,,0.42,0.0,0.0,Summer,No Holiday,Yes,1865
19.0,24.9,46.0,3.1,1341.0,12.4,0.43,0.0,0.0,Spring,No Holiday,Yes,1985
16.0,19.7,58.0,3.7,1302.0,11.1,,0.0,0.0,Spring,No Holiday,Yes,1173
20.0,23.7,49.0,3.3,2000.0,12.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,2259
20.0,14.4,61.0,2.3,1945.0,6.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1306
9.0,-0.4,57.0,0.6,1270.0,,0.45,,0.0,Autumn,No Holiday,Yes,809
12.0,16.6,96.0,0.8,430.0,15.9,0.34,0.0,0.0,Spring,No Holiday,Yes,185
9.0,-0.3,48.0,1.1,1394.0,-10.0,0.43,0.0,0.0,Winter,No Holiday,Yes,173
2.0,31.5,68.0,0.3,,24.8,0.0,0.0,0.0,Summer,No Holiday,Yes,443
14.0,6.3,16.0,2.9,2000.0,-17.7,1.67,0.0,0.0,Autumn,No Holiday,Yes,719
13.0,17.2,43.0,2.3,1835.0,4.4,1.68,0.0,0.0,Autumn,No Holiday,Yes,1106
4.0,11.0,82.0,,951.0,8.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,152
9.0,22.6,51.0,1.7,2000.0,11.9,1.87,0.0,0.0,Summer,No Holiday,Yes,1009
1.0,24.6,79.0,0.6,1884.0,20.7,0.0,0.0,0.0,Summer,No Holiday,Yes,782
16.0,-11.2,30.0,4.7,2000.0,-25.3,0.77,0.0,0.7,Winter,No Holiday,Yes,124
22.0,27.7,62.0,0.6,2000.0,19.7,0.0,0.0,0.0,Summer,No Holiday,Yes,1546
0.0,-9.5,50.0,0.6,,-18.0,0.0,0.0,0.0,Winter,No Holiday,Yes,171
3.0,8.6,53.0,1.5,1185.0,-0.4,0.0,0.0,0.0,Spring,No Holiday,Yes,206
19.0,16.9,74.0,1.8,366.0,12.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1911
10.0,,69.0,2.6,330.0,0.6,,0.0,0.0,Spring,No Holiday,Yes,394
9.0,19.2,65.0,1.4,,,0.34,0.0,0.0,Summer,No Holiday,,786
8.0,20.7,73.0,0.8,2000.0,15.6,0.3,0.2,0.0,Summer,No Holiday,Yes,670
9.0,8.6,50.0,0.8,,-1.2,,0.0,,Autumn,No Holiday,,1106
5.0,-11.5,51.0,3.3,1996.0,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,21
15.0,18.5,25.0,1.6,1724.0,-1.9,1.63,0.0,0.0,Autumn,No Holiday,No,0
7.0,13.6,75.0,1.6,1987.0,9.2,0.47,0.0,0.0,Spring,No Holiday,Yes,1241
2.0,13.5,27.0,1.6,2000.0,-5.1,,0.0,0.0,Spring,No Holiday,Yes,253
14.0,35.0,45.0,2.2,1957.0,21.2,2.73,0.0,0.0,Summer,No Holiday,Yes,697
8.0,5.1,67.0,0.3,1981.0,-0.5,0.24,0.0,0.0,Autumn,No Holiday,Yes,1888
1.0,15.9,39.0,0.2,2000.0,1.9,0.0,0.0,0.0,Spring,No Holiday,Yes,578
0.0,20.1,65.0,1.6,1097.0,13.3,0.0,0.0,0.0,Spring,No Holiday,Yes,1089
15.0,18.0,39.0,1.0,1208.0,3.8,1.21,0.0,0.0,Autumn,No Holiday,Yes,1100
3.0,-11.6,35.0,3.2,1992.0,-24.0,0.0,0.0,0.0,Winter,No Holiday,Yes,36
7.0,13.2,60.0,0.5,2000.0,5.5,0.02,0.0,0.0,Autumn,No Holiday,Yes,1364
13.0,-6.6,,2.1,1889.0,-22.5,1.24,0.0,0.3,Winter,,Yes,189
23.0,29.7,76.0,1.2,1159.0,25.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1182
18.0,32.8,63.0,2.3,1546.0,24.8,0.89,0.1,0.0,Summer,,Yes,925
23.0,-6.9,53.0,0.7,2000.0,-14.8,,0.0,,Winter,No Holiday,Yes,138
5.0,,71.0,0.3,2000.0,22.1,0.0,0.0,0.0,Summer,No Holiday,Yes,254
23.0,16.3,96.0,1.1,198.0,15.6,0.0,2.5,0.0,Spring,Holiday,Yes,18
6.0,22.1,85.0,0.5,303.0,19.4,0.01,0.1,0.0,Summer,No Holiday,Yes,310
21.0,-3.3,42.0,1.1,1596.0,-14.4,0.0,0.0,0.0,Winter,No Holiday,Yes,268
19.0,24.3,95.0,0.5,958.0,23.4,0.11,4.0,0.0,Summer,No Holiday,Yes,481
,,83.0,0.2,1857.0,21.8,0.0,0.0,0.0,Summer,No Holiday,Yes,372
9.0,7.3,90.0,1.1,1889.0,5.7,0.12,2.5,0.0,Autumn,No Holiday,Yes,195
7.0,20.1,97.0,1.9,443.0,19.6,0.03,0.0,0.0,Autumn,No Holiday,Yes,1289
0.0,25.7,85.0,0.4,1519.0,22.9,0.0,0.0,0.0,Summer,No Holiday,Yes,1169
10.0,-8.5,43.0,4.0,1797.0,-18.8,1.09,0.0,0.2,,No Holiday,Yes,144
,-9.7,28.0,3.7,2000.0,-24.8,1.0,0.0,0.5,Winter,No Holiday,Yes,130
1.0,25.7,80.0,2.0,2000.0,21.9,0.0,0.2,0.0,Summer,No Holiday,Yes,208
2.0,18.1,57.0,0.3,2000.0,9.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,589
1.0,,71.0,0.6,1799.0,22.2,0.0,0.0,0.0,Summer,No Holiday,Yes,636
15.0,-5.5,33.0,4.5,2000.0,-19.2,0.92,0.0,0.0,Winter,No Holiday,Yes,269
2.0,15.5,65.0,1.3,1953.0,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,287
23.0,25.5,84.0,0.8,1906.0,22.5,,0.0,0.0,Summer,No Holiday,Yes,1355
15.0,18.2,63.0,2.2,687.0,11.0,0.72,0.0,0.0,Spring,No Holiday,Yes,1349
3.0,23.0,54.0,1.0,1818.0,13.1,0.0,0.0,0.0,Summer,No Holiday,Yes,483
13.0,21.9,48.0,2.5,1113.0,10.3,2.14,0.0,0.0,Spring,No Holiday,,818
3.0,-0.1,69.0,0.9,1338.0,-5.1,0.0,,0.0,Autumn,No Holiday,Yes,213
1.0,1.3,67.0,1.2,1738.0,-4.1,0.0,0.0,0.0,Winter,No Holiday,Yes,213
1.0,9.0,66.0,,2000.0,2.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,579
19.0,24.9,70.0,1.8,1131.0,19.0,0.24,0.0,0.0,Summer,No Holiday,Yes,2487
,1.2,87.0,1.9,77.0,-0.7,0.0,0.0,1.3,Autumn,No Holiday,Yes,30
17.0,28.8,47.0,2.0,1998.0,16.3,1.0,0.0,0.0,Autumn,No Holiday,Yes,2069
9.0,11.7,77.0,0.8,394.0,7.7,0.25,0.0,0.0,Autumn,No Holiday,Yes,1026
17.0,18.9,45.0,2.6,1084.0,6.6,0.8,0.0,0.0,Spring,No Holiday,Yes,1863
7.0,13.7,98.0,1.6,468.0,13.3,0.1,0.0,0.0,Spring,No Holiday,Yes,220
23.0,-5.6,53.0,1.2,1290.0,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes,211
23.0,5.5,80.0,0.6,185.0,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes,237
21.0,12.1,40.0,2.0,1308.0,-1.1,0.0,0.0,0.0,Spring,No Holiday,Yes,1209
,14.5,71.0,2.1,1235.0,9.2,0.06,0.0,0.0,Autumn,No Holiday,,2415
23.0,15.8,98.0,1.6,235.0,15.4,0.0,1.0,0.0,Spring,No Holiday,Yes,50
18.0,32.4,40.0,2.1,2000.0,17.0,1.04,0.0,0.0,Summer,No Holiday,Yes,2481
12.0,2.9,53.0,4.7,354.0,-5.7,1.37,0.0,0.0,Winter,No Holiday,Yes,248
14.0,30.8,69.0,1.8,1218.0,24.4,1.58,0.0,0.0,Summer,No Holiday,Yes,561
16.0,23.6,31.0,1.1,2000.0,5.4,1.37,0.0,0.0,Autumn,No Holiday,Yes,1636
8.0,,56.0,3.1,1971.0,-1.1,0.44,0.0,0.0,,No Holiday,Yes,2000
5.0,26.8,90.0,0.6,591.0,25.0,0.0,,0.0,Summer,No Holiday,Yes,230
14.0,27.2,44.0,2.9,1377.0,13.8,,0.0,0.0,Summer,No Holiday,Yes,1258
11.0,12.0,96.0,1.0,184.0,11.3,0.14,3.5,0.0,Spring,No Holiday,Yes,18
1.0,,32.0,0.7,2000.0,-14.9,0.0,0.0,0.0,Winter,No Holiday,Yes,97
5.0,10.9,68.0,3.1,1034.0,5.2,0.0,0.0,0.0,Autumn,No Holiday,No,0
12.0,26.2,31.0,1.2,1161.0,7.7,3.18,0.0,0.0,Spring,No Holiday,Yes,1285
8.0,-7.1,30.0,1.7,1991.0,-21.7,0.04,0.0,0.0,Winter,Holiday,Yes,80
17.0,6.5,40.0,0.8,804.0,-6.1,0.23,,0.0,Winter,No Holiday,Yes,455
13.0,22.6,97.0,0.6,367.0,22.0,,,0.0,Summer,No Holiday,Yes,304
23.0,20.4,57.0,0.9,2000.0,11.5,0.0,0.0,0.0,Autumn,No Holiday,No,0
14.0,17.5,67.0,2.1,832.0,11.2,0.42,0.0,0.0,Spring,No Holiday,Yes,1201
19.0,2.9,26.0,1.1,2000.0,-14.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1007
23.0,21.5,62.0,0.1,1827.0,,0.0,0.0,0.0,Summer,No Holiday,Yes,1394
17.0,2.4,17.0,3.1,1990.0,-20.2,0.78,0.0,0.0,Winter,Holiday,Yes,236
19.0,-2.9,32.0,3.2,2000.0,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes,568
